15 100
0 14 0
1 1 10
1 5 13
0 4 1
0 12 1
0 1 1
0 5 0
0 8 1
0 0 0
1 4 11
1 4 10
1 5 6
1 9 13
1 5 8
0 1 1
1 1 7
0 13 0
0 5 0
1 5 12
1 11 13
0 3 0
0 13 1
0 13 1
1 4 13
0 14 1
0 9 1
1 2 9
0 10 0
0 0 1
1 4 12
1 6 13
1 1 3
0 9 0
1 8 10
0 7 1
1 3 4
0 14 1
0 2 0
0 11 1
0 14 1
1 2 3
1 4 13
0 2 0
0 7 0
0 0 0
0 7 1
0 11 1
0 1 0
0 13 0
1 11 13
1 11 14
1 3 6
0 7 1
0 8 0
1 2 2
0 4 0
0 13 1
0 8 0
1 10 11
0 7 1
0 0 0
0 1 0
1 3 5
1 4 4
0 7 1
1 3 5
1 10 11
0 11 1
1 8 11
1 1 4
1 1 13
0 11 0
1 3 8
1 3 8
1 4 7
0 2 1
0 10 1
1 3 9
0 13 0
1 10 12
0 11 1
1 10 12
0 6 0
0 3 0
0 3 0
1 4 10
1 12 12
0 14 0
0 12 0
1 11 11
0 7 0
0 3 1
1 5 11
0 14 0
0 7 0
1 6 13
0 5 0
1 2 12
1 7 10
0 12 1
