17 100
0 7 2
0 15 1
1 0 15
0 11 1
0 14 0
1 0 11
1 7 7
0 15 1
1 4 10
0 8 2
1 4 15
0 13 0
1 4 7
0 4 0
0 12 1
1 5 13
1 14 16
1 7 10
1 2 16
1 1 6
1 14 16
0 13 2
0 0 0
0 16 1
1 6 10
1 15 16
0 15 0
1 7 15
0 2 2
1 8 10
1 6 9
1 0 12
0 1 1
1 0 6
1 7 16
1 10 13
1 12 13
0 10 2
0 3 2
1 9 13
0 1 1
1 11 15
0 2 2
1 6 14
0 5 0
0 10 0
1 1 9
1 11 16
0 1 2
1 2 8
0 11 0
0 16 2
1 4 16
0 15 1
1 0 3
1 9 9
1 11 15
1 3 10
1 3 13
1 1 4
0 4 0
0 13 0
0 8 0
1 3 12
0 10 2
1 13 15
0 12 1
0 12 1
0 10 1
0 10 2
0 0 2
0 0 2
1 6 16
0 9 2
0 1 2
1 1 3
0 8 2
0 2 0
0 14 1
1 5 11
1 6 16
1 7 10
1 4 16
0 9 0
0 14 1
0 16 0
1 6 12
0 2 1
0 7 0
0 3 1
0 2 0
1 0 14
1 7 15
0 7 0
0 10 2
0 10 2
0 9 1
1 11 14
1 0 3
1 1 9
