10093 10000
1 2610 9399
0 3673 47890
0 5911 96649
1 3143 7845
1 6137 9791
1 1534 9079
1 6877 8239
0 5521 25674
0 8294 62440
1 623 7462
0 8614 25025
1 2929 6868
0 7937 80683
0 4533 60940
0 7023 48990
0 1968 28655
1 3349 8314
1 128 6775
0 2881 48277
0 7346 36716
1 4211 6441
1 570 8269
1 1606 6548
1 7583 9669
0 9833 8207
0 517 81374
0 7358 52108
1 1942 8939
1 3071 7033
1 4354 7011
1 8652 9795
1 930 6582
0 433 15233
1 440 8345
1 3425 5543
0 7530 65225
1 324 8492
1 893 5499
1 1004 9360
0 7080 74279
0 805 10987
1 2908 8851
0 4009 31066
1 3907 8984
0 3710 90647
1 6165 9825
0 7974 91460
0 6221 24437
1 1310 7093
0 7662 95883
0 8885 37664
1 4195 5218
0 8151 47100
0 1976 49141
0 2490 16885
0 3585 73203
1 987 7462
0 7146 21100
0 2551 78799
0 2983 38766
0 5841 48290
1 7510 9370
0 650 17494
0 8787 36886
0 8291 49403
1 3054 8997
1 198 8961
0 580 97752
1 1191 9668
0 766 84986
0 5193 50590
0 8252 22538
0 2714 64373
1 936 7357
0 3893 97519
1 130 2250
1 3593 8821
1 785 5159
0 3076 46964
1 6827 9783
1 2092 7893
1 2737 5587
0 1708 63693
1 8032 8569
0 5628 73558
1 267 5775
0 1052 26833
1 2896 9368
0 9091 88977
1 285 1598
1 4292 7319
1 1548 10034
0 5786 73659
1 1761 7090
1 3072 10074
1 2281 7453
0 9964 31521
0 8808 57844
1 2529 10070
0 3281 60517
1 1973 6459
1 5533 9727
1 5173 10051
0 201 54700
0 6553 2778
1 5726 8565
1 4329 9046
1 4212 8883
0 2261 48543
1 2799 6192
1 3296 8794
1 2095 8664
1 1630 8506
0 5269 53185
1 3205 8418
1 6175 9612
0 1680 89904
1 57 7272
1 3046 8463
1 409 9493
1 1805 5339
1 3262 8983
0 3353 40743
1 2246 9768
0 1300 47352
0 9937 13116
0 5001 99028
1 1875 6492
0 1826 39268
1 3247 6802
0 5845 85745
0 1703 59723
0 4036 47075
0 7079 12927
0 8327 63792
0 5858 55847
1 2415 5708
0 4631 24994
1 681 9421
0 4666 4347
1 6209 10046
0 4369 82684
1 2165 2734
1 1092 6045
0 2507 58260
1 7235 9152
0 780 61349
0 1420 75559
0 3346 89060
1 6619 9929
0 6067 5555
1 816 5833
1 193 4454
1 6132 9815
0 3806 41505
1 7088 8336
0 8874 87918
0 2315 591
1 6289 6920
1 1516 6000
0 6871 57292
0 8956 43316
0 3394 10436
0 4596 88167
0 1837 77519
1 3073 10068
1 3388 9617
0 4350 67001
1 283 4401
1 4272 9923
0 1461 52846
0 2611 17937
0 549 73627
1 3448 5991
0 6098 89912
1 263 9361
1 46 3763
0 3564 64753
0 5813 28531
1 1483 4536
1 4968 9725
0 5268 67417
1 2318 10078
0 6894 41233
0 209 97410
0 5771 49865
1 3502 9581
1 3889 9281
1 511 8937
1 5559 10029
0 87 50015
1 5301 9324
0 2321 94007
1 2158 10057
0 3582 7916
0 142 95413
0 10071 74702
1 2514 8513
0 2896 35653
0 7567 56773
1 1792 3942
1 7559 8560
0 9227 82084
0 9822 52732
1 6199 7867
0 6028 5985
1 225 7083
0 797 87834
0 1592 75494
1 4128 9678
1 1887 9896
1 1689 9691
1 8187 10001
1 8499 10091
0 6367 48554
1 3922 10058
0 1336 25063
0 9140 21329
0 7865 31807
0 5244 6514
0 7454 11257
0 699 61175
1 4711 7970
0 2015 98841
0 1827 11048
0 3257 14459
1 5971 9935
0 2100 65148
0 1018 42626
0 7589 10197
0 4560 12272
1 141 8595
1 649 9933
1 661 7041
1 8359 9846
0 8457 78148
0 6158 51643
1 3643 9872
0 3226 60183
1 288 7782
0 8925 34315
0 2662 70623
1 2161 5950
1 2310 5224
0 2502 84065
0 1892 37166
1 1300 6767
1 1788 9781
0 5457 8202
1 5727 10048
0 5629 98759
0 8517 24293
1 3793 9742
0 4700 83870
0 1157 93159
0 1674 72655
1 4729 8073
1 1689 10028
1 716 8381
1 786 9355
1 6256 9195
0 6460 86161
0 6846 71933
0 7780 30407
1 30 6002
0 694 30756
0 392 10301
1 1648 8280
1 251 3347
1 198 9894
1 112 1291
1 2641 6285
0 6990 83017
0 5114 8830
0 1850 51696
0 5338 71709
1 4581 7469
0 9907 64959
0 2784 59771
1 6377 10011
0 781 52888
1 1330 6392
1 3575 6738
1 1584 5621
1 340 9556
1 5140 5634
1 1619 2916
0 5763 83463
0 8261 63958
1 2477 9965
0 5214 56809
1 231 7778
0 6015 60709
0 1575 65835
0 2836 8801
1 828 7428
0 9096 55096
1 2603 9219
1 431 535
1 1512 6533
0 161 41656
1 48 2727
0 5580 62938
1 4474 10029
1 1807 6488
0 3780 70216
0 2941 32949
0 5525 14338
1 1097 6294
1 143 1019
0 8069 83682
0 8705 93618
0 8938 31586
