100000 100000
0 28572 1559
1 80877 93044
0 9147 3766
1 30106 54787
0 42567 453
0 48015 5057
0 7877 2256
0 76151 5991
1 1393 75372
0 66049 8539
1 52615 72041
1 25366 98802
1 42166 79632
0 50671 1690
1 87516 97143
1 54706 90011
0 36441 1386
1 35795 45804
0 7322 3804
1 39713 80399
0 28942 2343
0 75662 1017
0 14456 4272
1 11397 86511
0 17957 2718
0 62770 4391
1 61020 84286
1 504 55463
0 59697 3250
0 47704 6824
1 25792 97920
0 80525 9373
1 80600 82411
0 52795 2005
1 4919 80508
1 21011 33001
0 40535 485
1 88870 89563
1 28100 73322
0 76494 2986
1 47499 71307
0 6322 4434
0 41254 1811
0 98414 869
0 34555 2500
1 6704 44845
1 14975 67218
1 19825 55605
1 86247 96532
0 23466 2363
0 60324 4200
1 53872 98026
1 2444 96164
0 33587 2329
0 59522 4196
1 15897 57236
1 23374 67234
1 64743 98067
0 24251 9975
0 56632 339
1 36886 80249
1 19397 24585
0 73391 8670
0 89418 164
0 24283 754
1 20851 38373
1 8779 60692
0 56344 8967
1 5440 49721
0 37370 9166
0 47264 2819
0 75397 8161
1 59253 97587
1 15414 90251
0 75281 2157
1 15389 90003
1 49528 60222
0 45917 2992
0 82395 3969
0 79816 2695
1 28993 94924
0 48026 7727
1 26626 89704
0 60745 7105
0 74935 8062
0 47377 2975
0 50013 935
1 3276 14370
1 1429 53966
1 19140 84439
1 63945 98571
1 19255 31081
0 18843 4588
1 33416 76381
0 45171 9702
1 15283 39906
0 64775 1685
1 17320 48856
0 71713 133
1 18178 49723
0 10756 6829
1 75316 92460
0 79148 6449
0 27120 9298
0 17762 9483
1 61699 94617
1 164 13214
0 10509 8776
0 68992 7957
1 7001 20261
1 58359 83265
0 8813 7899
0 56671 6542
0 60383 1345
1 2756 97971
1 40501 45949
1 59976 83071
0 73610 2483
1 71198 90444
0 72618 2694
1 38489 78290
1 37638 77867
0 20829 558
0 63655 6917
1 70562 80253
1 21919 56006
1 7381 50137
0 2107 5129
1 20122 78441
0 99808 8152
1 48198 54353
0 77026 6876
0 62529 3287
0 89097 6968
1 33244 84740
1 65311 81697
1 3025 54306
0 55751 427
0 77854 6412
0 17767 5874
0 52181 943
0 70385 6312
0 47628 7501
1 15763 36554
0 35452 9952
1 6610 51915
1 54957 69455
1 58795 66230
1 19028 36706
0 49080 1529
1 18065 80893
1 55997 91493
0 46282 8854
1 5731 54849
0 18239 2807
1 40845 50193
1 6408 62647
0 95141 5370
0 91031 2769
0 14775 8180
1 21500 70149
0 74815 8295
1 15460 46282
0 82510 250
1 65144 79497
1 69134 75283
1 16142 74412
0 31048 4179
1 24378 75887
1 50927 61065
0 80286 9540
1 57368 57445
0 59607 2112
0 25004 5285
1 22317 83069
1 53 5706
0 4955 7392
1 15936 60963
1 48424 81887
1 43688 58296
1 36255 52852
1 2471 44140
1 74762 94332
0 37624 6883
0 13836 7672
0 22526 1863
1 12242 64100
0 3261 4172
0 73508 9821
1 67854 81064
1 64277 79824
1 18575 45405
0 81658 3223
1 48360 83244
1 5335 80545
1 47683 77734
1 39704 43362
0 73084 7588
1 79707 84256
0 70288 7444
1 48781 63648
0 62975 1891
0 62797 9641
0 93149 4798
1 54928 78296
1 40540 98058
1 7780 93049
1 32304 92419
1 53874 65341
1 71874 81475
0 60390 5784
0 8779 4598
1 59053 83333
0 41007 1924
1 28443 43651
0 81613 2905
0 5125 198
1 36700 53903
0 27015 935
0 72872 9969
1 14876 20972
