100000 100000
1 9411 95515
0 36431 38181
0 32039 19342
0 24132 60384
1 27403 77312
0 37876 76831
1 7807 90367
0 3604 91258
1 22691 80684
1 71940 75253
1 50509 72227
1 24078 93158
0 90657 77277
0 2685 67004
0 91103 35898
0 74897 19692
0 25304 10513
1 10987 25321
0 82838 40803
0 827 55727
0 18798 10000
0 10448 31743
1 6971 80489
0 20476 72922
1 73305 99485
1 8151 85097
0 70969 41545
0 96769 21071
1 1555 67917
0 9229 44714
0 16690 79920
1 13958 77386
0 74470 38928
0 59377 1219
1 6774 51417
0 39099 12388
0 2681 19211
1 16890 23557
1 33455 99951
0 39160 31669
1 15689 90307
1 53934 99889
0 69154 27772
0 59496 75717
0 93354 62371
0 40917 23974
1 28118 92585
0 83400 14234
0 62125 34605
1 720 28243
0 80783 20581
1 35609 99897
1 44961 87575
0 50518 33399
1 3989 53872
1 5401 99075
1 7319 83924
1 17972 95132
0 56896 80227
1 7666 96843
0 36460 20028
1 968 72450
1 20679 83093
1 8591 34322
1 9687 58318
0 36103 35884
0 62064 81945
0 56745 52069
1 25559 90733
1 39452 88362
1 2481 84015
0 47579 60865
1 161 9788
1 11583 75189
0 8449 46656
1 6035 64002
0 39229 13567
0 92672 45728
0 52368 58482
0 33573 32184
0 41361 99652
0 93502 8894
0 19901 70301
1 2521 80095
1 39326 88733
0 55161 86811
0 78916 3420
1 3058 50276
0 38894 2157
1 51098 83546
1 47507 82585
1 43408 89037
0 40448 93018
0 75037 67943
0 80180 47329
1 48600 86727
1 85862 89452
1 4375 62336
0 7760 49916
0 92720 20022
0 65473 66427
1 19022 63977
0 13739 20885
0 98279 31961
0 42518 25602
0 55545 28498
0 43854 18885
1 1332 60859
0 80165 62143
1 18558 76825
0 66452 71110
1 63206 90387
0 32643 70159
1 13007 75588
1 66304 72828
0 84872 32610
0 81555 20935
1 6344 99191
0 76794 7136
0 4167 36653
0 48102 66683
1 29889 64315
0 60108 99922
0 42288 1517
0 86306 44402
0 78947 95529
1 21047 76515
1 9463 92607
0 97250 61880
1 11969 88003
0 33060 2498
1 42470 92001
