4 88
1 0 0
1 1 1
1 2 2
1 3 3
1 0 1
1 1 2
1 1 3
1 0 2
1 1 3
1 0 3
0 0 8
1 0 0
1 1 1
1 2 2
1 3 3
1 0 1
1 1 2
1 1 3
1 0 2
1 1 3
1 0 3
0 1 8
1 0 0
1 1 1
1 2 2
1 3 3
1 0 1
1 1 2
1 1 3
1 0 2
1 1 3
1 0 3
0 2 8
1 0 0
1 1 1
1 2 2
1 3 3
1 0 1
1 1 2
1 1 3
1 0 2
1 1 3
1 0 3
0 3 3
1 0 0
1 1 1
1 2 2
1 3 3
1 0 1
1 1 2
1 1 3
1 0 2
1 1 3
1 0 3
0 2 18
1 0 0
1 1 1
1 2 2
1 3 3
1 0 1
1 1 2
1 1 3
1 0 2
1 1 3
1 0 3
0 3 28
1 0 0
1 1 1
1 2 2
1 3 3
1 0 1
1 1 2
1 1 3
1 0 2
1 1 3
1 0 3
0 1 88
1 0 0
1 1 1
1 2 2
1 3 3
1 0 1
1 1 2
1 1 3
1 0 2
1 1 3
1 0 3
0 3 22
